date,Station,Name,Longitude,Latitude,Elevation(m),Network,stnid
1923-12,KSKF,KELLY AFB,-98.58,29.38,210,ASOS,4768
1924-01,KATT,AUSTIN CITY,-97.7,30.3,189,ASOS,2768
1924-01,KBSM,AUSTIN-BERGS,-97.67,30.1944,165,ASOS,2909
1924-01,KRND,RANDOLPH AFB,-98.28,29.53,232,ASOS,4635
1924-01,KSAT,SAN ANTONIO,-98.4636,29.5328,246,ASOS,4706
1924-01,KSKF,KELLY AFB,-98.58,29.38,210,ASOS,4768
1924-02,KATT,AUSTIN CITY,-97.7,30.3,189,ASOS,2768
1924-02,KBSM,AUSTIN-BERGS,-97.67,30.1944,165,ASOS,2909
1924-02,KRND,RANDOLPH AFB,-98.28,29.53,232,ASOS,4635
1924-02,KSAT,SAN ANTONIO,-98.4636,29.5328,246,ASOS,4706
1924-02,KSKF,KELLY AFB,-98.58,29.38,210,ASOS,4768
1924-03,KATT,AUSTIN CITY,-97.7,30.3,189,ASOS,2768
1924-03,KBSM,AUSTIN-BERGS,-97.67,30.1944,165,ASOS,2909
1924-03,KRND,RANDOLPH AFB,-98.28,29.53,232,ASOS,4635
1924-03,KSAT,SAN ANTONIO,-98.4636,29.5328,246,ASOS,4706
1924-03,KSKF,KELLY AFB,-98.58,29.38,210,ASOS,4768
1924-04,KATT,AUSTIN CITY,-97.7,30.3,189,ASOS,2768
1924-04,KBSM,AUSTIN-BERGS,-97.67,30.1944,165,ASOS,2909
1924-04,KRND,RANDOLPH AFB,-98.28,29.53,232,ASOS,4635
1924-04,KSAT,SAN ANTONIO,-98.4636,29.5328,246,ASOS,4706
1924-04,KSKF,KELLY AFB,-98.58,29.38,210,ASOS,4768
1924-05,KATT,AUSTIN CITY,-97.7,30.3,189,ASOS,2768
1924-05,KBSM,AUSTIN-BERGS,-97.67,30.1944,165,ASOS,2909
1924-05,KRND,RANDOLPH AFB,-98.28,29.53,232,ASOS,4635
1924-05,KSAT,SAN ANTONIO,-98.4636,29.5328,246,ASOS,4706
1924-05,KSKF,KELLY AFB,-98.58,29.38,210,ASOS,4768
1924-06,KATT,AUSTIN CITY,-97.7,30.3,189,ASOS,2768
1924-06,KBSM,AUSTIN-BERGS,-97.67,30.1944,165,ASOS,2909
1924-06,KRND,RANDOLPH AFB,-98.28,29.53,232,ASOS,4635
1924-06,KSAT,SAN ANTONIO,-98.4636,29.5328,246,ASOS,4706
1924-06,KSKF,KELLY AFB,-98.58,29.38,210,ASOS,4768
1924-07,KATT,AUSTIN CITY,-97.7,30.3,189,ASOS,2768
1924-07,KBSM,AUSTIN-BERGS,-97.67,30.1944,165,ASOS,2909
1924-07,KRND,RANDOLPH AFB,-98.28,29.53,232,ASOS,4635
1924-07,KSAT,SAN ANTONIO,-98.4636,29.5328,246,ASOS,4706
1924-07,KSKF,KELLY AFB,-98.58,29.38,210,ASOS,4768
1924-08,KATT,AUSTIN CITY,-97.7,30.3,189,ASOS,2768
1924-08,KBSM,AUSTIN-BERGS,-97.67,30.1944,165,ASOS,2909
1924-08,KRND,RANDOLPH AFB,-98.28,29.53,232,ASOS,4635
1924-08,KSAT,SAN ANTONIO,-98.4636,29.5328,246,ASOS,4706
1924-08,KSKF,KELLY AFB,-98.58,29.38,210,ASOS,4768
1924-09,KATT,AUSTIN CITY,-97.7,30.3,189,ASOS,2768
1924-09,KBSM,AUSTIN-BERGS,-97.67,30.1944,165,ASOS,2909
1924-09,KRND,RANDOLPH AFB,-98.28,29.53,232,ASOS,4635
1924-09,KSAT,SAN ANTONIO,-98.4636,29.5328,246,ASOS,4706
1924-09,KSKF,KELLY AFB,-98.58,29.38,210,ASOS,4768
1924-10,KATT,AUSTIN CITY,-97.7,30.3,189,ASOS,2768
1924-10,KBSM,AUSTIN-BERGS,-97.67,30.1944,165,ASOS,2909
1924-10,KRND,RANDOLPH AFB,-98.28,29.53,232,ASOS,4635
1924-10,KSAT,SAN ANTONIO,-98.4636,29.5328,246,ASOS,4706
1924-10,KSKF,KELLY AFB,-98.58,29.38,210,ASOS,4768
1924-11,KATT,AUSTIN CITY,-97.7,30.3,189,ASOS,2768
1924-11,KBSM,AUSTIN-BERGS,-97.67,30.1944,165,ASOS,2909
1924-11,KRND,RANDOLPH AFB,-98.28,29.53,232,ASOS,4635
1924-11,KSAT,SAN ANTONIO,-98.4636,29.5328,246,ASOS,4706
1924-11,KSKF,KELLY AFB,-98.58,29.38,210,ASOS,4768
1924-12,KATT,AUSTIN CITY,-97.7,30.3,189,ASOS,2768
1924-12,KBSM,AUSTIN-BERGS,-97.67,30.1944,165,ASOS,2909
1924-12,KRND,RANDOLPH AFB,-98.28,29.53,232,ASOS,4635
1924-12,KSAT,SAN ANTONIO,-98.4636,29.5328,246,ASOS,4706
1924-12,KSKF,KELLY AFB,-98.58,29.38,210,ASOS,4768
1925-01,KATT,AUSTIN CITY,-97.7,30.3,189,ASOS,2768
1925-01,KBSM,AUSTIN-BERGS,-97.67,30.1944,165,ASOS,2909
1925-01,KRND,RANDOLPH AFB,-98.28,29.53,232,ASOS,4635
1925-01,KSAT,SAN ANTONIO,-98.4636,29.5328,246,ASOS,4706
1925-01,KSKF,KELLY AFB,-98.58,29.38,210,ASOS,4768
1925-02,KATT,AUSTIN CITY,-97.7,30.3,189,ASOS,2768
1925-02,KBSM,AUSTIN-BERGS,-97.67,30.1944,165,ASOS,2909
1925-02,KRND,RANDOLPH AFB,-98.28,29.53,232,ASOS,4635
1925-02,KSAT,SAN ANTONIO,-98.4636,29.5328,246,ASOS,4706
1925-02,KSKF,KELLY AFB,-98.58,29.38,210,ASOS,4768
1925-03,KATT,AUSTIN CITY,-97.7,30.3,189,ASOS,2768
1925-03,KBSM,AUSTIN-BERGS,-97.67,30.1944,165,ASOS,2909
1925-03,KRND,RANDOLPH AFB,-98.28,29.53,232,ASOS,4635
1925-03,KSAT,SAN ANTONIO,-98.4636,29.5328,246,ASOS,4706
1925-03,KSKF,KELLY AFB,-98.58,29.38,210,ASOS,4768
1925-04,KATT,AUSTIN CITY,-97.7,30.3,189,ASOS,2768
1925-04,KBSM,AUSTIN-BERGS,-97.67,30.1944,165,ASOS,2909
1925-04,KRND,RANDOLPH AFB,-98.28,29.53,232,ASOS,4635
1925-04,KSAT,SAN ANTONIO,-98.4636,29.5328,246,ASOS,4706
1925-04,KSKF,KELLY AFB,-98.58,29.38,210,ASOS,4768
1925-05,KATT,AUSTIN CITY,-97.7,30.3,189,ASOS,2768
1925-05,KBSM,AUSTIN-BERGS,-97.67,30.1944,165,ASOS,2909
1925-05,KRND,RANDOLPH AFB,-98.28,29.53,232,ASOS,4635
1925-05,KSAT,SAN ANTONIO,-98.4636,29.5328,246,ASOS,4706
1925-05,KSKF,KELLY AFB,-98.58,29.38,210,ASOS,4768
1925-06,KATT,AUSTIN CITY,-97.7,30.3,189,ASOS,2768
1925-06,KBSM,AUSTIN-BERGS,-97.67,30.1944,165,ASOS,2909
1925-06,KRND,RANDOLPH AFB,-98.28,29.53,232,ASOS,4635
1925-06,KSAT,SAN ANTONIO,-98.4636,29.5328,246,ASOS,4706
1925-06,KSKF,KELLY AFB,-98.58,29.38,210,ASOS,4768
1925-07,KATT,AUSTIN CITY,-97.7,30.3,189,ASOS,2768
1925-07,KBSM,AUSTIN-BERGS,-97.67,30.1944,165,ASOS,2909
1925-07,KRND,RANDOLPH AFB,-98.28,29.53,232,ASOS,4635
1925-07,KSAT,SAN ANTONIO,-98.4636,29.5328,246,ASOS,4706
1925-07,KSKF,KELLY AFB,-98.58,29.38,210,ASOS,4768
1925-08,KATT,AUSTIN CITY,-97.7,30.3,189,ASOS,2768
1925-08,KBSM,AUSTIN-BERGS,-97.67,30.1944,165,ASOS,2909
1925-08,KRND,RANDOLPH AFB,-98.28,29.53,232,ASOS,4635
1925-08,KSAT,SAN ANTONIO,-98.4636,29.5328,246,ASOS,4706
1925-08,KSKF,KELLY AFB,-98.58,29.38,210,ASOS,4768
1925-09,KATT,AUSTIN CITY,-97.7,30.3,189,ASOS,2768
1925-09,KBSM,AUSTIN-BERGS,-97.67,30.1944,165,ASOS,2909
1925-09,KRND,RANDOLPH AFB,-98.28,29.53,232,ASOS,4635
1925-09,KSAT,SAN ANTONIO,-98.4636,29.5328,246,ASOS,4706
1925-09,KSKF,KELLY AFB,-98.58,29.38,210,ASOS,4768
1925-10,KATT,AUSTIN CITY,-97.7,30.3,189,ASOS,2768
1925-10,KBSM,AUSTIN-BERGS,-97.67,30.1944,165,ASOS,2909
1925-10,KRND,RANDOLPH AFB,-98.28,29.53,232,ASOS,4635
1925-10,KSAT,SAN ANTONIO,-98.4636,29.5328,246,ASOS,4706
1925-10,KSKF,KELLY AFB,-98.58,29.38,210,ASOS,4768
1925-11,KATT,AUSTIN CITY,-97.7,30.3,189,ASOS,2768
1925-11,KBSM,AUSTIN-BERGS,-97.67,30.1944,165,ASOS,2909
1925-11,KRND,RANDOLPH AFB,-98.28,29.53,232,ASOS,4635
1925-11,KSAT,SAN ANTONIO,-98.4636,29.5328,246,ASOS,4706
1925-11,KSKF,KELLY AFB,-98.58,29.38,210,ASOS,4768
1925-12,KATT,AUSTIN CITY,-97.7,30.3,189,ASOS,2768
1925-12,KBSM,AUSTIN-BERGS,-97.67,30.1944,165,ASOS,2909
1925-12,KRND,RANDOLPH AFB,-98.28,29.53,232,ASOS,4635
1925-12,KSAT,SAN ANTONIO,-98.4636,29.5328,246,ASOS,4706
1925-12,KSKF,KELLY AFB,-98.58,29.38,210,ASOS,4768
1926-01,KATT,AUSTIN CITY,-97.7,30.3,189,ASOS,2768
1926-01,KBSM,AUSTIN-BERGS,-97.67,30.1944,165,ASOS,2909
1926-01,KRND,RANDOLPH AFB,-98.28,29.53,232,ASOS,4635
1926-01,KSAT,SAN ANTONIO,-98.4636,29.5328,246,ASOS,4706
1926-01,KSKF,KELLY AFB,-98.58,29.38,210,ASOS,4768
1926-02,KATT,AUSTIN CITY,-97.7,30.3,189,ASOS,2768
1926-02,KBSM,AUSTIN-BERGS,-97.67,30.1944,165,ASOS,2909
1926-02,KRND,RANDOLPH AFB,-98.28,29.53,232,ASOS,4635
1926-02,KSAT,SAN ANTONIO,-98.4636,29.5328,246,ASOS,4706
1926-02,KSKF,KELLY AFB,-98.58,29.38,210,ASOS,4768
1926-03,KATT,AUSTIN CITY,-97.7,30.3,189,ASOS,2768
1926-03,KBSM,AUSTIN-BERGS,-97.67,30.1944,165,ASOS,2909
1926-03,KRND,RANDOLPH AFB,-98.28,29.53,232,ASOS,4635
1926-03,KSAT,SAN ANTONIO,-98.4636,29.5328,246,ASOS,4706
1926-03,KSKF,KELLY AFB,-98.58,29.38,210,ASOS,4768
1926-04,KATT,AUSTIN CITY,-97.7,30.3,189,ASOS,2768
1926-04,KBSM,AUSTIN-BERGS,-97.67,30.1944,165,ASOS,2909
1926-04,KRND,RANDOLPH AFB,-98.28,29.53,232,ASOS,4635
1926-04,KSAT,SAN ANTONIO,-98.4636,29.5328,246,ASOS,4706
1926-04,KSKF,KELLY AFB,-98.58,29.38,210,ASOS,4768
1926-05,KATT,AUSTIN CITY,-97.7,30.3,189,ASOS,2768
1926-05,KBSM,AUSTIN-BERGS,-97.67,30.1944,165,ASOS,2909
1926-05,KRND,RANDOLPH AFB,-98.28,29.53,232,ASOS,4635
1926-05,KSAT,SAN ANTONIO,-98.4636,29.5328,246,ASOS,4706
1926-05,KSKF,KELLY AFB,-98.58,29.38,210,ASOS,4768
1926-06,KATT,AUSTIN CITY,-97.7,30.3,189,ASOS,2768
1926-06,KBSM,AUSTIN-BERGS,-97.67,30.1944,165,ASOS,2909
1926-06,KRND,RANDOLPH AFB,-98.28,29.53,232,ASOS,4635
1926-06,KSAT,SAN ANTONIO,-98.4636,29.5328,246,ASOS,4706
1926-06,KSKF,KELLY AFB,-98.58,29.38,210,ASOS,4768
1926-07,KATT,AUSTIN CITY,-97.7,30.3,189,ASOS,2768
1926-07,KBSM,AUSTIN-BERGS,-97.67,30.1944,165,ASOS,2909
1926-07,KRND,RANDOLPH AFB,-98.28,29.53,232,ASOS,4635
1926-07,KSAT,SAN ANTONIO,-98.4636,29.5328,246,ASOS,4706
1926-07,KSKF,KELLY AFB,-98.58,29.38,210,ASOS,4768
1926-08,KATT,AUSTIN CITY,-97.7,30.3,189,ASOS,2768
1926-08,KBSM,AUSTIN-BERGS,-97.67,30.1944,165,ASOS,2909
1926-08,KRND,RANDOLPH AFB,-98.28,29.53,232,ASOS,4635
1926-08,KSAT,SAN ANTONIO,-98.4636,29.5328,246,ASOS,4706
1926-08,KSKF,KELLY AFB,-98.58,29.38,210,ASOS,4768
1926-09,KATT,AUSTIN CITY,-97.7,30.3,189,ASOS,2768
1926-09,KBSM,AUSTIN-BERGS,-97.67,30.1944,165,ASOS,2909
1926-09,KRND,RANDOLPH AFB,-98.28,29.53,232,ASOS,4635
1926-09,KSAT,SAN ANTONIO,-98.4636,29.5328,246,ASOS,4706
1926-09,KSKF,KELLY AFB,-98.58,29.38,210,ASOS,4768
1926-10,KATT,AUSTIN CITY,-97.7,30.3,189,ASOS,2768
1926-10,KBSM,AUSTIN-BERGS,-97.67,30.1944,165,ASOS,2909
1926-10,KRND,RANDOLPH AFB,-98.28,29.53,232,ASOS,4635
1926-10,KSAT,SAN ANTONIO,-98.4636,29.5328,246,ASOS,4706
1926-10,KSKF,KELLY AFB,-98.58,29.38,210,ASOS,4768
1926-11,KATT,AUSTIN CITY,-97.7,30.3,189,ASOS,2768
1926-11,KBSM,AUSTIN-BERGS,-97.67,30.1944,165,ASOS,2909
1926-11,KRND,RANDOLPH AFB,-98.28,29.53,232,ASOS,4635
1926-11,KSAT,SAN ANTONIO,-98.4636,29.5328,246,ASOS,4706
1926-11,KSKF,KELLY AFB,-98.58,29.38,210,ASOS,4768
1926-12,KATT,AUSTIN CITY,-97.7,30.3,189,ASOS,2768
1926-12,KBSM,AUSTIN-BERGS,-97.67,30.1944,165,ASOS,2909
1926-12,KRND,RANDOLPH AFB,-98.28,29.53,232,ASOS,4635
1926-12,KSAT,SAN ANTONIO,-98.4636,29.5328,246,ASOS,4706
1926-12,KSKF,KELLY AFB,-98.58,29.38,210,ASOS,4768
1927-01,KATT,AUSTIN CITY,-97.7,30.3,189,ASOS,2768
1927-01,KBSM,AUSTIN-BERGS,-97.67,30.1944,165,ASOS,2909
1927-01,KRND,RANDOLPH AFB,-98.28,29.53,232,ASOS,4635
1927-01,KSAT,SAN ANTONIO,-98.4636,29.5328,246,ASOS,4706
1927-01,KSKF,KELLY AFB,-98.58,29.38,210,ASOS,4768
1927-02,KATT,AUSTIN CITY,-97.7,30.3,189,ASOS,2768
1927-02,KBSM,AUSTIN-BERGS,-97.67,30.1944,165,ASOS,2909
1927-02,KRND,RANDOLPH AFB,-98.28,29.53,232,ASOS,4635
1927-02,KSAT,SAN ANTONIO,-98.4636,29.5328,246,ASOS,4706
1927-02,KSKF,KELLY AFB,-98.58,29.38,210,ASOS,4768
1927-03,KATT,AUSTIN CITY,-97.7,30.3,189,ASOS,2768
1927-03,KBSM,AUSTIN-BERGS,-97.67,30.1944,165,ASOS,2909
1927-03,KRND,RANDOLPH AFB,-98.28,29.53,232,ASOS,4635
1927-03,KSAT,SAN ANTONIO,-98.4636,29.5328,246,ASOS,4706
1927-03,KSKF,KELLY AFB,-98.58,29.38,210,ASOS,4768
1927-04,KATT,AUSTIN CITY,-97.7,30.3,189,ASOS,2768
1927-04,KBSM,AUSTIN-BERGS,-97.67,30.1944,165,ASOS,2909
1927-04,KRND,RANDOLPH AFB,-98.28,29.53,232,ASOS,4635
1927-04,KSAT,SAN ANTONIO,-98.4636,29.5328,246,ASOS,4706
1927-04,KSKF,KELLY AFB,-98.58,29.38,210,ASOS,4768
1927-05,KATT,AUSTIN CITY,-97.7,30.3,189,ASOS,2768
1927-05,KBSM,AUSTIN-BERGS,-97.67,30.1944,165,ASOS,2909
1927-05,KRND,RANDOLPH AFB,-98.28,29.53,232,ASOS,4635
1927-05,KSAT,SAN ANTONIO,-98.4636,29.5328,246,ASOS,4706
1927-05,KSKF,KELLY AFB,-98.58,29.38,210,ASOS,4768
1927-06,KATT,AUSTIN CITY,-97.7,30.3,189,ASOS,2768
1927-06,KBSM,AUSTIN-BERGS,-97.67,30.1944,165,ASOS,2909
1927-06,KRND,RANDOLPH AFB,-98.28,29.53,232,ASOS,4635
1927-06,KSAT,SAN ANTONIO,-98.4636,29.5328,246,ASOS,4706
1927-06,KSKF,KELLY AFB,-98.58,29.38,210,ASOS,4768
1927-07,KATT,AUSTIN CITY,-97.7,30.3,189,ASOS,2768
1927-07,KBSM,AUSTIN-BERGS,-97.67,30.1944,165,ASOS,2909
1927-07,KRND,RANDOLPH AFB,-98.28,29.53,232,ASOS,4635
1927-07,KSAT,SAN ANTONIO,-98.4636,29.5328,246,ASOS,4706
1927-07,KSKF,KELLY AFB,-98.58,29.38,210,ASOS,4768
1927-08,KATT,AUSTIN CITY,-97.7,30.3,189,ASOS,2768
1927-08,KBSM,AUSTIN-BERGS,-97.67,30.1944,165,ASOS,2909
1927-08,KRND,RANDOLPH AFB,-98.28,29.53,232,ASOS,4635
1927-08,KSAT,SAN ANTONIO,-98.4636,29.5328,246,ASOS,4706
1927-08,KSKF,KELLY AFB,-98.58,29.38,210,ASOS,4768
1927-09,KATT,AUSTIN CITY,-97.7,30.3,189,ASOS,2768
1927-09,KBSM,AUSTIN-BERGS,-97.67,30.1944,165,ASOS,2909
1927-09,KRND,RANDOLPH AFB,-98.28,29.53,232,ASOS,4635
1927-09,KSAT,SAN ANTONIO,-98.4636,29.5328,246,ASOS,4706
1927-09,KSKF,KELLY AFB,-98.58,29.38,210,ASOS,4768
1927-10,KATT,AUSTIN CITY,-97.7,30.3,189,ASOS,2768
1927-10,KBSM,AUSTIN-BERGS,-97.67,30.1944,165,ASOS,2909
1927-10,KRND,RANDOLPH AFB,-98.28,29.53,232,ASOS,4635
1927-10,KSAT,SAN ANTONIO,-98.4636,29.5328,246,ASOS,4706
1927-10,KSKF,KELLY AFB,-98.58,29.38,210,ASOS,4768
1927-11,KATT,AUSTIN CITY,-97.7,30.3,189,ASOS,2768
1927-11,KBSM,AUSTIN-BERGS,-97.67,30.1944,165,ASOS,2909
1927-11,KRND,RANDOLPH AFB,-98.28,29.53,232,ASOS,4635
1927-11,KSAT,SAN ANTONIO,-98.4636,29.5328,246,ASOS,4706
1927-11,KSKF,KELLY AFB,-98.58,29.38,210,ASOS,4768
1927-12,KATT,AUSTIN CITY,-97.7,30.3,189,ASOS,2768
1927-12,KBSM,AUSTIN-BERGS,-97.67,30.1944,165,ASOS,2909
1927-12,KRND,RANDOLPH AFB,-98.28,29.53,232,ASOS,4635
1927-12,KSAT,SAN ANTONIO,-98.4636,29.5328,246,ASOS,4706
1927-12,KSKF,KELLY AFB,-98.58,29.38,210,ASOS,4768
1928-01,KATT,AUSTIN CITY,-97.7,30.3,189,ASOS,2768
1928-01,KBSM,AUSTIN-BERGS,-97.67,30.1944,165,ASOS,2909
1928-01,KRND,RANDOLPH AFB,-98.28,29.53,232,ASOS,4635
1928-01,KSAT,SAN ANTONIO,-98.4636,29.5328,246,ASOS,4706
1928-01,KSKF,KELLY AFB,-98.58,29.38,210,ASOS,4768
1928-02,KATT,AUSTIN CITY,-97.7,30.3,189,ASOS,2768
1928-02,KBSM,AUSTIN-BERGS,-97.67,30.1944,165,ASOS,2909
1928-02,KRND,RANDOLPH AFB,-98.28,29.53,232,ASOS,4635
1928-02,KSAT,SAN ANTONIO,-98.4636,29.5328,246,ASOS,4706
1928-02,KSKF,KELLY AFB,-98.58,29.38,210,ASOS,4768
1928-03,KATT,AUSTIN CITY,-97.7,30.3,189,ASOS,2768
1928-03,KBSM,AUSTIN-BERGS,-97.67,30.1944,165,ASOS,2909
1928-03,KRND,RANDOLPH AFB,-98.28,29.53,232,ASOS,4635
1928-03,KSAT,SAN ANTONIO,-98.4636,29.5328,246,ASOS,4706
1928-03,KSKF,KELLY AFB,-98.58,29.38,210,ASOS,4768
1928-04,KATT,AUSTIN CITY,-97.7,30.3,189,ASOS,2768
1928-04,KBSM,AUSTIN-BERGS,-97.67,30.1944,165,ASOS,2909
1928-04,KRND,RANDOLPH AFB,-98.28,29.53,232,ASOS,4635
1928-04,KSAT,SAN ANTONIO,-98.4636,29.5328,246,ASOS,4706
1928-04,KSKF,KELLY AFB,-98.58,29.38,210,ASOS,4768
1928-05,KATT,AUSTIN CITY,-97.7,30.3,189,ASOS,2768
1928-05,KBSM,AUSTIN-BERGS,-97.67,30.1944,165,ASOS,2909
1928-05,KRND,RANDOLPH AFB,-98.28,29.53,232,ASOS,4635
1928-05,KSAT,SAN ANTONIO,-98.4636,29.5328,246,ASOS,4706
1928-05,KSKF,KELLY AFB,-98.58,29.38,210,ASOS,4768
1928-06,KATT,AUSTIN CITY,-97.7,30.3,189,ASOS,2768
1928-06,KBSM,AUSTIN-BERGS,-97.67,30.1944,165,ASOS,2909
1928-06,KRND,RANDOLPH AFB,-98.28,29.53,232,ASOS,4635
1928-06,KSAT,SAN ANTONIO,-98.4636,29.5328,246,ASOS,4706
1928-06,KSKF,KELLY AFB,-98.58,29.38,210,ASOS,4768
1928-07,KATT,AUSTIN CITY,-97.7,30.3,189,ASOS,2768
1928-07,KBSM,AUSTIN-BERGS,-97.67,30.1944,165,ASOS,2909
1928-07,KRND,RANDOLPH AFB,-98.28,29.53,232,ASOS,4635
1928-07,KSAT,SAN ANTONIO,-98.4636,29.5328,246,ASOS,4706
1928-07,KSKF,KELLY AFB,-98.58,29.38,210,ASOS,4768
1928-08,KATT,AUSTIN CITY,-97.7,30.3,189,ASOS,2768
1928-08,KBSM,AUSTIN-BERGS,-97.67,30.1944,165,ASOS,2909
1928-08,KRND,RANDOLPH AFB,-98.28,29.53,232,ASOS,4635
1928-08,KSAT,SAN ANTONIO,-98.4636,29.5328,246,ASOS,4706
1928-08,KSKF,KELLY AFB,-98.58,29.38,210,ASOS,4768
1928-09,KATT,AUSTIN CITY,-97.7,30.3,189,ASOS,2768
1928-09,KBSM,AUSTIN-BERGS,-97.67,30.1944,165,ASOS,2909
1928-09,KRND,RANDOLPH AFB,-98.28,29.53,232,ASOS,4635
1928-09,KSAT,SAN ANTONIO,-98.4636,29.5328,246,ASOS,4706
1928-09,KSKF,KELLY AFB,-98.58,29.38,210,ASOS,4768
1928-10,KATT,AUSTIN CITY,-97.7,30.3,189,ASOS,2768
1928-10,KBSM,AUSTIN-BERGS,-97.67,30.1944,165,ASOS,2909
1928-10,KRND,RANDOLPH AFB,-98.28,29.53,232,ASOS,4635
1928-10,KSAT,SAN ANTONIO,-98.4636,29.5328,246,ASOS,4706
1928-10,KSKF,KELLY AFB,-98.58,29.38,210,ASOS,4768
1928-11,KATT,AUSTIN CITY,-97.7,30.3,189,ASOS,2768
1928-11,KBSM,AUSTIN-BERGS,-97.67,30.1944,165,ASOS,2909
1928-11,KRND,RANDOLPH AFB,-98.28,29.53,232,ASOS,4635
1928-11,KSAT,SAN ANTONIO,-98.4636,29.5328,246,ASOS,4706
1928-11,KSKF,KELLY AFB,-98.58,29.38,210,ASOS,4768
1928-12,KATT,AUSTIN CITY,-97.7,30.3,189,ASOS,2768
1928-12,KBSM,AUSTIN-BERGS,-97.67,30.1944,165,ASOS,2909
1928-12,KRND,RANDOLPH AFB,-98.28,29.53,232,ASOS,4635
1928-12,KSAT,SAN ANTONIO,-98.4636,29.5328,246,ASOS,4706
1928-12,KSKF,KELLY AFB,-98.58,29.38,210,ASOS,4768
1929-01,KATT,AUSTIN CITY,-97.7,30.3,189,ASOS,2768
1929-01,KBSM,AUSTIN-BERGS,-97.67,30.1944,165,ASOS,2909
1929-01,KRND,RANDOLPH AFB,-98.28,29.53,232,ASOS,4635
1929-01,KSAT,SAN ANTONIO,-98.4636,29.5328,246,ASOS,4706
1929-01,KSKF,KELLY AFB,-98.58,29.38,210,ASOS,4768
1929-02,KATT,AUSTIN CITY,-97.7,30.3,189,ASOS,2768
1929-02,KBSM,AUSTIN-BERGS,-97.67,30.1944,165,ASOS,2909
1929-02,KRND,RANDOLPH AFB,-98.28,29.53,232,ASOS,4635
1929-02,KSAT,SAN ANTONIO,-98.4636,29.5328,246,ASOS,4706
1929-02,KSKF,KELLY AFB,-98.58,29.38,210,ASOS,4768
1929-03,KATT,AUSTIN CITY,-97.7,30.3,189,ASOS,2768
1929-03,KBSM,AUSTIN-BERGS,-97.67,30.1944,165,ASOS,2909
1929-03,KRND,RANDOLPH AFB,-98.28,29.53,232,ASOS,4635
1929-03,KSAT,SAN ANTONIO,-98.4636,29.5328,246,ASOS,4706
1929-03,KSKF,KELLY AFB,-98.58,29.38,210,ASOS,4768
1929-04,KATT,AUSTIN CITY,-97.7,30.3,189,ASOS,2768
1929-04,KBSM,AUSTIN-BERGS,-97.67,30.1944,165,ASOS,2909
1929-04,KRND,RANDOLPH AFB,-98.28,29.53,232,ASOS,4635
1929-04,KSAT,SAN ANTONIO,-98.4636,29.5328,246,ASOS,4706
1929-04,KSKF,KELLY AFB,-98.58,29.38,210,ASOS,4768
1929-05,KATT,AUSTIN CITY,-97.7,30.3,189,ASOS,2768
1929-05,KBSM,AUSTIN-BERGS,-97.67,30.1944,165,ASOS,2909
1929-05,KRND,RANDOLPH AFB,-98.28,29.53,232,ASOS,4635
1929-05,KSAT,SAN ANTONIO,-98.4636,29.5328,246,ASOS,4706
1929-05,KSKF,KELLY AFB,-98.58,29.38,210,ASOS,4768
1929-06,KATT,AUSTIN CITY,-97.7,30.3,189,ASOS,2768
1929-06,KBSM,AUSTIN-BERGS,-97.67,30.1944,165,ASOS,2909
1929-06,KRND,RANDOLPH AFB,-98.28,29.53,232,ASOS,4635
1929-06,KSAT,SAN ANTONIO,-98.4636,29.5328,246,ASOS,4706
1929-06,KSKF,KELLY AFB,-98.58,29.38,210,ASOS,4768
1929-07,KATT,AUSTIN CITY,-97.7,30.3,189,ASOS,2768
1929-07,KBSM,AUSTIN-BERGS,-97.67,30.1944,165,ASOS,2909
1929-07,KRND,RANDOLPH AFB,-98.28,29.53,232,ASOS,4635
1929-07,KSAT,SAN ANTONIO,-98.4636,29.5328,246,ASOS,4706
1929-07,KSKF,KELLY AFB,-98.58,29.38,210,ASOS,4768
1929-08,KATT,AUSTIN CITY,-97.7,30.3,189,ASOS,2768
1929-08,KBSM,AUSTIN-BERGS,-97.67,30.1944,165,ASOS,2909
1929-08,KRND,RANDOLPH AFB,-98.28,29.53,232,ASOS,4635
1929-08,KSAT,SAN ANTONIO,-98.4636,29.5328,246,ASOS,4706
1929-08,KSKF,KELLY AFB,-98.58,29.38,210,ASOS,4768
1929-09,KATT,AUSTIN CITY,-97.7,30.3,189,ASOS,2768
1929-09,KBSM,AUSTIN-BERGS,-97.67,30.1944,165,ASOS,2909
1929-09,KRND,RANDOLPH AFB,-98.28,29.53,232,ASOS,4635
1929-09,KSAT,SAN ANTONIO,-98.4636,29.5328,246,ASOS,4706
1929-09,KSKF,KELLY AFB,-98.58,29.38,210,ASOS,4768
1929-10,KATT,AUSTIN CITY,-97.7,30.3,189,ASOS,2768
1929-10,KBSM,AUSTIN-BERGS,-97.67,30.1944,165,ASOS,2909
1929-10,KRND,RANDOLPH AFB,-98.28,29.53,232,ASOS,4635
1929-10,KSAT,SAN ANTONIO,-98.4636,29.5328,246,ASOS,4706
1929-10,KSKF,KELLY AFB,-98.58,29.38,210,ASOS,4768
1929-11,KATT,AUSTIN CITY,-97.7,30.3,189,ASOS,2768
1929-11,KBSM,AUSTIN-BERGS,-97.67,30.1944,165,ASOS,2909
1929-11,KRND,RANDOLPH AFB,-98.28,29.53,232,ASOS,4635
